,Province/States,Country/Region,WHO region,1/21/2020,1/22/2020,1/23/2020,1/24/2020,1/25/2020,1/26/2020,1/27/2020,1/28/2020,1/29/2020,1/30/2020,1/31/2020,2/1/2020,2/2/2020,2/3/2020,2/4/2020,2/5/2020,2/6/2020,2/7/2020,2/8/2020,2/9/2020,2/10/2020,2/11/2020,2/12/2020,2/13/2020,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020
50,,Cambodia,Western Pacific Region,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,5.0,7.0,7.0,12.0,24.0,24.0,35.0,47.0,51.0,53.0,84.0,87.0,91.0,96.0,98.0,104.0,102.0,103.0,107.0,109.0,109.0,110.0
51,,Mongolia,Western Pacific Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,6.0,6.0,10.0,10.0,10.0,10.0,10.0,11.0,12.0,12.0,12.0,12.0,12.0,14.0,14.0
52,,Lao People's Democratic Republic,Western Pacific Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,6.0,6.0,6.0,8.0,8.0,9.0,10.0,10.0
53,,Fiji,Western Pacific Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0
54,,Papua New Guinea,Western Pacific Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
55,,Guam,Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,5.0,12.0,14.0,15.0,27.0,29.0,32.0,37.0,45.0,51.0,56.0,56.0,58.0,69.0,77.0,82.0
56,,French Polynesia,Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,11.0,11.0,15.0,17.0,18.0,25.0,25.0,30.0,30.0,34.0,35.0,36.0,37.0,37.0,37.0
57,,New Caledonia,Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,4.0,5.0,8.0,10.0,14.0,14.0,15.0,15.0,15.0,15.0,16.0,16.0,18.0
58,,Northern Mariana Islands,Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,6.0,8.0
59,,Italy,European Region,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,9.0,76.0,124.0,229.0,322.0,400.0,650.0,888.0,1128.0,1689.0,2036.0,2502.0,3089.0,3858.0,4636.0,5883.0,7375.0,9172.0,10149.0,12462.0,15113.0,17660.0,21157.0,24747.0,27980.0,31506.0,35713.0,41035.0,47021.0,53578.0,59138.0,63927.0,69176.0,74386.0,80539.0,86498.0,92472.0,97689.0,101739.0,105792.0,110574.0,115242.0
60,,Spain,European Region,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,25.0,32.0,45.0,45.0,114.0,151.0,198.0,257.0,374.0,430.0,589.0,1024.0,1639.0,2140.0,2965.0,4231.0,5753.0,7753.0,9191.0,11178.0,13716.0,17147.0,19980.0,24926.0,28572.0,33089.0,39673.0,47610.0,56188.0,64059.0,72248.0,78797.0,85195.0,94417.0,102136.0,110238.0
61,,Germany,European Region,,,,,,,,1.0,4.0,4.0,5.0,7.0,8.0,10.0,12.0,12.0,12.0,13.0,14.0,14.0,14.0,14.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,18.0,21.0,26.0,57.0,57.0,129.0,157.0,196.0,262.0,534.0,639.0,795.0,1112.0,1139.0,1296.0,1567.0,2369.0,3062.0,3795.0,4838.0,6012.0,7156.0,8198.0,10999.0,18323.0,21463.0,24774.0,29212.0,31554.0,36508.0,42288.0,48582.0,52547.0,57298.0,61913.0,67366.0,73522.0,79696.0
62,,France,European Region,,,,,3.0,3.0,3.0,3.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,18.0,38.0,57.0,100.0,100.0,191.0,212.0,282.0,420.0,613.0,706.0,1116.0,1402.0,1774.0,2269.0,2860.0,3640.0,4469.0,5380.0,6573.0,7652.0,9043.0,10877.0,12475.0,14296.0,15821.0,19615.0,22025.0,24920.0,28786.0,32542.0,37145.0,39642.0,43977.0,51477.0,56261.0,58327.0
63,,The United Kingdom,European Region,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,13.0,13.0,13.0,16.0,20.0,23.0,36.0,39.0,51.0,89.0,118.0,167.0,210.0,277.0,323.0,373.0,460.0,594.0,802.0,1144.0,1395.0,1547.0,1954.0,2630.0,3277.0,3983.0,5018.0,5687.0,6654.0,8081.0,9533.0,11662.0,14547.0,17093.0,19526.0,22145.0,25154.0,29478.0,33722.0
64,,Switzerland,European Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,6.0,10.0,18.0,26.0,30.0,27.0,56.0,86.0,209.0,264.0,332.0,332.0,491.0,645.0,858.0,1125.0,1359.0,2200.0,2200.0,2650.0,3010.0,3863.0,4840.0,6077.0,6971.0,8015.0,8789.0,9714.0,10714.0,12104.0,13152.0,14274.0,15412.0,16108.0,17070.0,18844.0
65,,Netherlands,European Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,7.0,13.0,18.0,28.0,38.0,82.0,128.0,188.0,265.0,321.0,382.0,503.0,614.0,804.0,959.0,1135.0,1413.0,1705.0,2051.0,2460.0,2994.0,3631.0,4204.0,4749.0,5560.0,6412.0,7431.0,8603.0,9762.0,10866.0,11750.0,12595.0,13614.0,14697.0
66,,Belgium,European Region,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,8.0,23.0,50.0,109.0,169.0,200.0,239.0,267.0,314.0,314.0,599.0,689.0,1085.0,1085.0,1486.0,1486.0,1795.0,2257.0,2815.0,3401.0,3743.0,4269.0,4937.0,6235.0,7284.0,9134.0,10836.0,11899.0,12775.0,13964.0,15348.0
67,,Austria,European Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,4.0,5.0,10.0,10.0,18.0,24.0,37.0,47.0,66.0,104.0,112.0,131.0,182.0,302.0,361.0,504.0,800.0,959.0,1132.0,1332.0,1646.0,1843.0,2649.0,3024.0,3631.0,4486.0,5282.0,5888.0,7029.0,7697.0,8291.0,8813.0,9618.0,10182.0,10711.0,11129.0
68,,Turkey,European Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,5.0,5.0,5.0,47.0,47.0,191.0,191.0,670.0,947.0,1236.0,1529.0,1872.0,2433.0,3629.0,5698.0,7402.0,9271.0,10827.0,13531.0,15679.0,18135.0
69,,Portugal,European Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,7.0,9.0,13.0,21.0,30.0,30.0,41.0,41.0,41.0,112.0,112.0,245.0,331.0,448.0,642.0,785.0,1020.0,1280.0,1600.0,2060.0,2362.0,2995.0,3544.0,4268.0,5170.0,5962.0,6408.0,7443.0,8251.0,9034.0
70,,Israel,European Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,2.0,2.0,3.0,5.0,7.0,7.0,10.0,12.0,15.0,15.0,19.0,25.0,39.0,39.0,75.0,75.0,75.0,100.0,178.0,200.0,250.0,304.0,427.0,529.0,712.0,883.0,1071.0,1238.0,2170.0,2369.0,3035.0,3460.0,3865.0,4247.0,4831.0,5129.0,5591.0,6211.0
71,,Norway,European Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,6.0,15.0,19.0,25.0,33.0,56.0,86.0,113.0,147.0,169.0,192.0,277.0,277.0,489.0,750.0,907.0,1077.0,1169.0,1308.0,1423.0,1552.0,1742.0,1926.0,2132.0,2371.0,2566.0,2916.0,3156.0,3581.0,3845.0,4102.0,4226.0,4447.0,4665.0,4935.0
72,,Sweden,European Region,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,12.0,13.0,14.0,15.0,24.0,35.0,61.0,137.0,161.0,203.0,248.0,326.0,461.0,620.0,775.0,924.0,992.0,1059.0,1167.0,1279.0,1423.0,1623.0,1746.0,1906.0,2016.0,2272.0,2510.0,2806.0,3046.0,3447.0,3700.0,4028.0,4435.0,4947.0,5466.0
73,,Czechia,European Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,5.0,5.0,12.0,12.0,26.0,32.0,38.0,61.0,94.0,116.0,150.0,214.0,298.0,383.0,434.0,522.0,694.0,904.0,995.0,1165.0,1236.0,1394.0,1654.0,2062.0,2279.0,2663.0,2829.0,3002.0,3308.0,3589.0,3858.0
74,,Ireland,European Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,2.0,14.0,18.0,19.0,21.0,24.0,34.0,43.0,70.0,90.0,129.0,169.0,223.0,292.0,292.0,557.0,683.0,785.0,906.0,1125.0,1329.0,1564.0,1819.0,2121.0,2415.0,2615.0,2910.0,3235.0,3447.0,3849.0
75,,Denmark,European Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,3.0,4.0,5.0,8.0,10.0,18.0,23.0,31.0,36.0,90.0,262.0,615.0,674.0,801.0,827.0,898.0,960.0,977.0,1044.0,1132.0,1255.0,1326.0,1395.0,1460.0,1591.0,1724.0,1877.0,2046.0,2201.0,2395.0,2577.0,2860.0,3107.0,3386.0
76,,Luxembourg,European Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,5.0,17.0,17.0,38.0,38.0,38.0,81.0,140.0,210.0,345.0,484.0,670.0,798.0,875.0,1099.0,1333.0,1453.0,1605.0,1831.0,1950.0,1988.0,2178.0,2319.0,2487.0
77,,Poland,European Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,5.0,6.0,11.0,16.0,22.0,44.0,49.0,64.0,111.0,150.0,150.0,246.0,287.0,325.0,425.0,536.0,634.0,749.0,901.0,1051.0,1221.0,1389.0,1638.0,1862.0,2055.0,2311.0,2554.0,2946.0
78,,Russian Federation,European Region,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,7.0,7.0,7.0,7.0,7.0,20.0,34.0,34.0,34.0,63.0,93.0,93.0,147.0,199.0,253.0,306.0,438.0,438.0,658.0,840.0,1036.0,1264.0,1534.0,1534.0,1837.0,2337.0,2777.0,3548.0
79,,Romania,European Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,6.0,7.0,13.0,15.0,15.0,25.0,48.0,48.0,64.0,123.0,158.0,158.0,184.0,246.0,260.0,308.0,367.0,433.0,576.0,762.0,906.0,1029.0,1292.0,1452.0,1760.0,1952.0,2245.0,2460.0,2738.0
80,,Finland,European Region,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,6.0,7.0,7.0,7.0,12.0,19.0,19.0,30.0,40.0,40.0,40.0,109.0,109.0,210.0,267.0,272.0,319.0,359.0,369.0,450.0,521.0,626.0,700.0,792.0,880.0,958.0,1025.0,1218.0,1218.0,1313.0,1384.0,1446.0,1518.0
81,,Greece,European Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,3.0,3.0,7.0,7.0,7.0,9.0,32.0,32.0,66.0,73.0,73.0,89.0,98.0,98.0,98.0,228.0,331.0,331.0,387.0,418.0,418.0,495.0,530.0,624.0,695.0,743.0,821.0,892.0,966.0,1061.0,1156.0,1212.0,1314.0,1375.0,1514.0
82,,Iceland,European Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,9.0,16.0,26.0,26.0,45.0,45.0,55.0,55.0,61.0,61.0,61.0,61.0,138.0,138.0,199.0,225.0,250.0,330.0,409.0,473.0,568.0,588.0,648.0,737.0,802.0,890.0,963.0,1020.0,1086.0,1135.0,1220.0,1319.0
83,,Slovenia,European Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,9.0,12.0,16.0,23.0,31.0,57.0,57.0,141.0,141.0,219.0,253.0,275.0,286.0,319.0,341.0,383.0,414.0,442.0,480.0,528.0,577.0,632.0,691.0,730.0,763.0,814.0,841.0,897.0
84,,Serbia,European Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,12.0,19.0,19.0,31.0,41.0,46.0,70.0,85.0,96.0,123.0,135.0,173.0,188.0,249.0,303.0,384.0,457.0,528.0,659.0,741.0,785.0,900.0,1060.0,1171.0
85,,Croatia,European Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,3.0,5.0,7.0,7.0,9.0,9.0,9.0,10.0,11.0,11.0,11.0,12.0,16.0,16.0,16.0,27.0,37.0,49.0,56.0,65.0,81.0,81.0,126.0,206.0,235.0,306.0,382.0,418.0,495.0,586.0,657.0,713.0,790.0,867.0,963.0,1011.0
86,,Estonia,European Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,10.0,10.0,10.0,10.0,13.0,13.0,13.0,79.0,79.0,205.0,205.0,225.0,258.0,267.0,283.0,306.0,326.0,352.0,369.0,404.0,538.0,575.0,640.0,679.0,715.0,745.0,779.0,858.0
87,,Armenia,European Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,8.0,26.0,52.0,52.0,84.0,122.0,136.0,160.0,190.0,235.0,265.0,290.0,329.0,372.0,424.0,482.0,482.0,532.0,571.0,640.0
88,,Ukraine,European Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,7.0,14.0,16.0,16.0,26.0,47.0,47.0,84.0,113.0,156.0,218.0,311.0,418.0,480.0,549.0,669.0,804.0,987.0
89,,Hungary,European Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,5.0,7.0,9.0,9.0,13.0,13.0,16.0,19.0,32.0,39.0,50.0,50.0,58.0,73.0,85.0,131.0,167.0,187.0,226.0,261.0,300.0,343.0,408.0,447.0,447.0,492.0,525.0,585.0
90,,Lithuania,European Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,6.0,9.0,14.0,17.0,25.0,26.0,36.0,69.0,105.0,143.0,179.0,209.0,274.0,299.0,358.0,394.0,484.0,484.0,533.0,581.0,649.0
91,,Bulgaria,European Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,4.0,6.0,7.0,7.0,7.0,43.0,51.0,67.0,81.0,92.0,94.0,127.0,163.0,185.0,201.0,220.0,242.0,264.0,293.0,331.0,346.0,359.0,399.0,422.0,457.0
92,,Andorra,European Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,14.0,16.0,39.0,75.0,75.0,88.0,113.0,164.0,188.0,213.0,231.0,289.0,321.0,341.0,370.0,376.0,396.0,429.0
93,,Latvia,European Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,8.0,16.0,16.0,16.0,30.0,31.0,36.0,60.0,71.0,86.0,111.0,124.0,139.0,180.0,197.0,221.0,244.0,280.0,305.0,376.0,376.0,398.0,446.0,458.0
94,,Slovakia,European Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,5.0,7.0,7.0,10.0,21.0,30.0,44.0,61.0,72.0,97.0,105.0,123.0,137.0,178.0,185.0,191.0,204.0,216.0,226.0,295.0,295.0,336.0,336.0,363.0,400.0,426.0
95,,Bosnia and Herzegovina,European Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,11.0,18.0,18.0,19.0,19.0,36.0,44.0,44.0,92.0,125.0,131.0,164.0,173.0,213.0,233.0,269.0,325.0,359.0,413.0,464.0,521.0
96,,Kazakhstan,European Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,6.0,33.0,36.0,46.0,53.0,56.0,60.0,63.0,79.0,97.0,125.0,204.0,265.0,294.0,312.0,348.0,386.0,435.0
97,,North Macedonia,European Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,7.0,7.0,7.0,9.0,13.0,13.0,19.0,31.0,36.0,48.0,70.0,85.0,114.0,136.0,148.0,177.0,201.0,219.0,241.0,259.0,285.0,329.0,354.0,384.0
98,,Republic of Moldova,European Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,3.0,4.0,4.0,8.0,12.0,23.0,29.0,30.0,36.0,49.0,66.0,80.0,94.0,109.0,125.0,149.0,177.0,199.0,231.0,263.0,298.0,353.0,423.0,591.0
99,,San Marino,European Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,8.0,8.0,16.0,21.0,24.0,27.0,37.0,49.0,63.0,63.0,63.0,66.0,92.0,92.0,102.0,104.0,109.0,126.0,151.0,151.0,151.0,187.0,187.0,208.0,218.0,228.0,228.0,229.0,230.0,236.0,236.0,245.0
100,,Albania,European Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,10.0,10.0,23.0,33.0,38.0,42.0,51.0,55.0,59.0,70.0,70.0,76.0,89.0,123.0,146.0,174.0,186.0,197.0,212.0,223.0,223.0,243.0,277.0,277.0
101,,Cyprus,European Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,6.0,6.0,14.0,21.0,33.0,33.0,33.0,58.0,58.0,67.0,84.0,95.0,116.0,124.0,132.0,146.0,162.0,179.0,214.0,230.0,262.0,320.0,356.0
102,,Azerbaijan,European Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,11.0,11.0,19.0,19.0,19.0,21.0,34.0,34.0,44.0,53.0,65.0,72.0,87.0,93.0,122.0,147.0,164.0,190.0,273.0,298.0,359.0,400.0
103,,Malta,European Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,4.0,4.0,6.0,9.0,12.0,12.0,21.0,30.0,38.0,48.0,53.0,64.0,73.0,90.0,107.0,120.0,129.0,134.0,139.0,139.0,151.0,156.0,167.0,188.0,195.0
104,,Uzbekistan,European Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,16.0,16.0,21.0,33.0,33.0,46.0,46.0,50.0,65.0,83.0,104.0,133.0,145.0,149.0,173.0,190.0,221.0
105,,Belarus,European Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,9.0,12.0,12.0,21.0,21.0,36.0,36.0,36.0,46.0,46.0,57.0,76.0,76.0,81.0,81.0,86.0,86.0,94.0,94.0,152.0,152.0,152.0,192.0,254.0
106,,Georgia,European Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,9.0,9.0,12.0,13.0,15.0,23.0,23.0,25.0,25.0,30.0,33.0,33.0,34.0,38.0,38.0,43.0,49.0,54.0,67.0,73.0,77.0,81.0,85.0,90.0,98.0,103.0,115.0,121.0,148.0
107,,Kyrgyzstan,European Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,6.0,14.0,14.0,16.0,42.0,44.0,58.0,58.0,84.0,84.0,107.0,111.0,115.0,130.0
108,,Montenegro,European Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,10.0,14.0,14.0,21.0,22.0,29.0,52.0,67.0,70.0,82.0,85.0,91.0,105.0,120.0,140.0
109,,Liechtenstein,European Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,7.0,7.0,7.0,25.0,25.0,34.0,36.0,46.0,46.0,47.0,51.0,56.0,60.0,61.0,62.0,64.0,68.0,72.0,75.0
110,,Monaco,European Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,12.0,18.0,23.0,23.0,23.0,23.0,19.0,19.0,19.0,46.0,49.0,52.0,37.0,37.0
111,,Holy See,European Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,7.0
112,,Faroe Islands,Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,2.0,2.0,3.0,9.0,11.0,47.0,47.0,58.0,72.0,80.0,92.0,115.0,118.0,122.0,132.0,140.0,144.0,155.0,159.0,168.0,169.0,173.0,177.0
113,,Kosovo,Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,94.0,106.0,112.0,125.0,126.0
114,,Jersey,Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,12.0,12.0,15.0,16.0,16.0,18.0,32.0,52.0,61.0,63.0,63.0,63.0,81.0,81.0
115,,Gibraltar,Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,8.0,10.0,10.0,10.0,15.0,15.0,15.0,26.0,35.0,55.0,56.0,65.0,69.0,69.0,69.0,81.0
116,,Guernsey,Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0,20.0,23.0,30.0,34.0,36.0,39.0,39.0,45.0,60.0,78.0,91.0
117,,Isle of Man,Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,13.0,23.0,23.0,26.0,29.0,32.0,42.0,42.0,52.0,65.0,71.0
118,,Greenland,Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,6.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0
